business_id,date,description,code
FA0003028,20151016,Standard not met: Approved ventilation and lighting,38
FA0003035,20151119,Standard not met: Approved ventilation and lighting,38
FA0003038,20151119,Standard not met: Approved ventilation and lighting,38
FA0003044,20160208,Standard not met: Approved ventilation and lighting,38
FA0003046,20160208,Standard not met: Approved ventilation and lighting,38
FA0003053,20150908,Standard not met: Approved ventilation and lighting,38
FA0003056,20151208,Standard not met: Approved ventilation and lighting,38
FA0003072,20150819,Standard not met: Approved ventilation and lighting,38
FA0003078,20160104,Standard not met: Approved ventilation and lighting,38
FA0003088,20160111,Standard not met: Approved ventilation and lighting,38
FA0003106,20160106,Standard not met: Approved ventilation and lighting,38
FA0003108,20160112,Standard not met: Approved ventilation and lighting,38
FA0003131,20160126,Standard not met: Approved ventilation and lighting,38
FA0003143,20160127,Standard not met: Approved ventilation and lighting,38
FA0003144,20160217,Standard not met: Approved ventilation and lighting,38
FA0003154,20160224,Standard not met: Approved ventilation and lighting,38
FA0003160,20160114,Standard not met: Approved ventilation and lighting,38
FA0003166,20150915,Standard not met: Approved ventilation and lighting,38
FA0003166,20160215,Standard not met: Approved ventilation and lighting,38
FA0003180,20151104,Standard not met: Approved ventilation and lighting,38
FA0003187,20160111,Standard not met: Approved ventilation and lighting,38
FA0003192,20160126,Standard not met: Approved ventilation and lighting,38
FA0003195,20151222,Standard not met: Approved ventilation and lighting,38
FA0003196,20160217,Standard not met: Approved ventilation and lighting,38
FA0003197,20160217,Standard not met: Approved ventilation and lighting,38
FA0003198,20151005,Standard not met: Approved ventilation and lighting,38
FA0003208,20160119,Standard not met: Approved ventilation and lighting,38
FA0003208,20160119,Standard not met: Approved ventilation and lighting,38
FA0003209,20151118,Standard not met: Approved ventilation and lighting,38
FA0003232,20160208,Standard not met: Approved ventilation and lighting,38
FA0003237,20151218,Standard not met: Approved ventilation and lighting,38
FA0003240,20160113,Standard not met: Approved ventilation and lighting,38
FA0003262,20151210,Standard not met: Approved ventilation and lighting,38
FA0003264,20160210,Standard not met: Approved ventilation and lighting,38
FA0003269,20160119,Standard not met: Approved ventilation and lighting,38
FA0003290,20151214,Standard not met: Approved ventilation and lighting,38
FA0003292,20160216,Standard not met: Approved ventilation and lighting,38
FA0003295,20160224,Standard not met: Approved ventilation and lighting,38
FA0003304,20151118,Standard not met: Approved ventilation and lighting,38
FA0003304,20151118,Standard not met: Approved ventilation and lighting,38
FA0003307,20151229,Standard not met: Approved ventilation and lighting,38
FA0003309,20160210,Standard not met: Approved ventilation and lighting,38
FA0003310,20151215,Standard not met: Approved ventilation and lighting,38
FA0003319,20160203,Standard not met: Approved ventilation and lighting,38
FA0003330,20160301,Standard not met: Approved ventilation and lighting,38
FA0003362,20160112,Standard not met: Approved ventilation and lighting,38
FA0003365,20160203,Standard not met: Approved ventilation and lighting,38
FA0003381,20151201,Standard not met: Approved ventilation and lighting,38
FA0003382,20151201,Standard not met: Approved ventilation and lighting,38
FA0003401,20160223,Standard not met: Approved ventilation and lighting,38
FA0003406,20160125,Standard not met: Approved ventilation and lighting,38
FA0003408,20160222,Standard not met: Approved ventilation and lighting,38
FA0003412,20160225,Standard not met: Approved ventilation and lighting,38
FA0003420,20160219,Standard not met: Approved ventilation and lighting,38
FA0003422,20160113,Standard not met: Approved ventilation and lighting,38
FA0003425,20160215,Standard not met: Approved ventilation and lighting,38
FA0003430,20160212,Standard not met: Approved ventilation and lighting,38
FA0003431,20151102,Standard not met: Approved ventilation and lighting,38
FA0003437,20160113,Standard not met: Approved ventilation and lighting,38
FA0003442,20160108,Standard not met: Approved ventilation and lighting,38
FA0003447,20160108,Standard not met: Approved ventilation and lighting,38
FA0003447,20160108,Standard not met: Approved ventilation and lighting,38
FA0003447,20160108,Standard not met: Approved ventilation and lighting,38
FA0003448,20160113,Standard not met: Approved ventilation and lighting,38
FA0003457,20151222,Standard not met: Approved ventilation and lighting,38
FA0003464,20151222,Standard not met: Approved ventilation and lighting,38
FA0003470,20160105,Standard not met: Approved ventilation and lighting,38
FA0003482,20160226,Standard not met: Approved ventilation and lighting,38
FA0003485,20160111,Standard not met: Approved ventilation and lighting,38
FA0003489,20160125,Standard not met: Approved ventilation and lighting,38
FA0003490,20160111,Standard not met: Approved ventilation and lighting,38
FA0003492,20160111,Standard not met: Approved ventilation and lighting,38
FA0003496,20160111,Standard not met: Approved ventilation and lighting,38
FA0003502,20160226,Standard not met: Approved ventilation and lighting,38
FA0003507,20160302,Standard not met: Approved ventilation and lighting,38
FA0003508,20160302,Standard not met: Approved ventilation and lighting,38
FA0003516,20151103,Standard not met: Approved ventilation and lighting,38
FA0003528,20151117,Standard not met: Approved ventilation and lighting,38
FA0003531,20160208,Standard not met: Approved ventilation and lighting,38
FA0003539,20151228,Standard not met: Approved ventilation and lighting,38
FA0003539,20151228,Standard not met: Approved ventilation and lighting,38
FA0003548,20160218,Standard not met: Approved ventilation and lighting,38
FA0003557,20151229,Standard not met: Approved ventilation and lighting,38
FA0003558,20151223,Standard not met: Approved ventilation and lighting,38
FA0003568,20160106,Standard not met: Approved ventilation and lighting,38
FA0003573,20160219,Standard not met: Approved ventilation and lighting,38
FA0003573,20160223,Standard not met: Approved ventilation and lighting,38
FA0003581,20160219,Standard not met: Approved ventilation and lighting,38
FA0003584,20160224,Standard not met: Approved ventilation and lighting,38
FA0003585,20160112,Standard not met: Approved ventilation and lighting,38
FA0003586,20160225,Standard not met: Approved ventilation and lighting,38
FA0003587,20160224,Standard not met: Approved ventilation and lighting,38
FA0003589,20160112,Standard not met: Approved ventilation and lighting,38
FA0003594,20160113,Standard not met: Approved ventilation and lighting,38
FA0003595,20160129,Standard not met: Approved ventilation and lighting,38
FA0003610,20151214,Standard not met: Approved ventilation and lighting,38
FA0003610,20151214,Standard not met: Approved ventilation and lighting,38
FA0003616,20160219,Standard not met: Approved ventilation and lighting,38
FA0003630,20151118,Standard not met: Approved ventilation and lighting,38
FA0003673,20160127,Standard not met: Approved ventilation and lighting,38
FA0003685,20151208,Standard not met: Approved ventilation and lighting,38
FA0003685,20151208,Standard not met: Approved ventilation and lighting,38
FA0003688,20151120,Standard not met: Approved ventilation and lighting,38
FA0003689,20160107,Standard not met: Approved ventilation and lighting,38
FA0003693,20160105,Standard not met: Approved ventilation and lighting,38
FA0003695,20160208,Standard not met: Approved ventilation and lighting,38
FA0003710,20160302,Standard not met: Approved ventilation and lighting,38
FA0003717,20160122,Standard not met: Approved ventilation and lighting,38
FA0003718,20140822,Standard not met: Approved ventilation and lighting,38
FA0003720,20160218,Standard not met: Approved ventilation and lighting,38
FA0003733,20160219,Standard not met: Approved ventilation and lighting,38
FA0003754,20160115,Standard not met: Approved ventilation and lighting,38
FA0003756,20151120,Standard not met: Approved ventilation and lighting,38
FA0003778,20151119,Standard not met: Approved ventilation and lighting,38
FA0003787,20151216,Standard not met: Approved ventilation and lighting,38
FA0003791,20151202,Standard not met: Approved ventilation and lighting,38
FA0003799,20151202,Standard not met: Approved ventilation and lighting,38
FA0003807,20151105,Standard not met: Approved ventilation and lighting,38
FA0003807,20151105,Standard not met: Approved ventilation and lighting,38
FA0003818,20151014,Standard not met: Approved ventilation and lighting,38
FA0003827,20160224,Standard not met: Approved ventilation and lighting,38
FA0003827,20160224,Standard not met: Approved ventilation and lighting,38
FA0003844,20160121,Standard not met: Approved ventilation and lighting,38
FA0003845,20160113,Standard not met: Approved ventilation and lighting,38
FA0003851,20160112,Standard not met: Approved ventilation and lighting,38
FA0003855,20160208,Standard not met: Approved ventilation and lighting,38
FA0003863,20160127,Standard not met: Approved ventilation and lighting,38
FA0003866,20160210,Standard not met: Approved ventilation and lighting,38
FA0003868,20160121,Standard not met: Approved ventilation and lighting,38
FA0003879,20151120,Standard not met: Approved ventilation and lighting,38
FA0003881,20151026,Standard not met: Approved ventilation and lighting,38
FA0003882,20160115,Standard not met: Approved ventilation and lighting,38
FA0003883,20160226,Standard not met: Approved ventilation and lighting,38
FA0003898,20151231,Standard not met: Approved ventilation and lighting,38
FA0003920,20151106,Standard not met: Approved ventilation and lighting,38
FA0003933,20160302,Standard not met: Approved ventilation and lighting,38
FA0003934,20160222,Standard not met: Approved ventilation and lighting,38
FA0003943,20160209,Standard not met: Approved ventilation and lighting,38
FA0003959,20151222,Standard not met: Approved ventilation and lighting,38
FA0003960,20151223,Standard not met: Approved ventilation and lighting,38
FA0003967,20151204,Standard not met: Approved ventilation and lighting,38
FA0003977,20160119,Standard not met: Approved ventilation and lighting,38
